s_no,financial_year,insurer,product_name,type_of_product,uin,date_of_approval,document_url,document_filename,local_file_path,r2_url,archive_status,scraped_at
GEN2105,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Depreciation Shield-3 years,Add on,IRDAN113RP0005V01201819/A0033V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0033V01201819_GEN2105.pdf/700ef156-c364-05ea-1f1e-54f20204ab85?version=1.1&t=1668335795459&download=true,IRDAN113RP0005V01201819-A0033V01201819_GEN2105.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0033V01201819_Depreciation-Shield-3-years.pdf,Non-Archived,2025-12-01T02:57:39.855015
GEN2106,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,24X7 Spot Assistance-Bundled,Add on,IRDAN113RP0008V01201819/A0032V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0032V01201819_GEN2106.pdf/9826fdb9-fa17-4056-e057-d55847060d71?version=1.1&t=1668335844949&download=true,IRDAN113RP0008V01201819-A0032V01201819_GEN2106.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0032V01201819_24X7-Spot-Assistance-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855128
GEN2107,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Engine Protector-Bundled,Add on,IRDAN113RP0008V01201819/A0031V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0031V01201819_GEN2107.pdf/cbd98b6f-803a-29c4-161d-955f9bc5b653?version=1.1&t=1668335892054&download=true,IRDAN113RP0008V01201819-A0031V01201819_GEN2107.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0031V01201819_Engine-Protector-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855238
GEN2108,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Vehicle Replacement Advantage-Bundled,Add on,IRDAN113RP0007V01201819/A0010V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0010V01201819_GEN2108.pdf/66108405-c113-06b5-7139-9346013111e2?version=1.1&t=1668335990463&download=true,IRDAN113RP0007V01201819-A0010V01201819_GEN2108.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0010V01201819_Vehicle-Replacement-Advantage-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855369
GEN2109,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Conveyance Benefit-Bundled,Add on,IRDAN113RP0007V01201819/A0011V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0011V01201819_GEN2109.pdf/b41dc42c-88e6-7cdb-5b23-21d7eba77a0a?version=1.1&t=1668336113714&download=true,IRDAN113RP0007V01201819-A0011V01201819_GEN2109.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0011V01201819_Conveyance-Benefit-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855482
GEN2110,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accident Shield-Bundled,Add on,IRDAN113RP0007V01201819/A0012V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0012V01201819_GEN2110.pdf/361420cb-39a0-4955-cda2-c898ac7d91bc?version=1.1&t=1668336164501&download=true,IRDAN113RP0007V01201819-A0012V01201819_GEN2110.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0012V01201819_Accident-Shield-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855593
GEN2111,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,No Claim Bonus Protector-Bundled,Add on,IRDAN113RP0007V01201819/A0013V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0013V01201819_GEN2111.pdf/4b814386-ad0a-c6e3-8bca-d32d4a4fd6d1?version=1.1&t=1668336272629&download=true,IRDAN113RP0007V01201819-A0013V01201819_GEN2111.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0013V01201819_No-Claim-Bonus-Protector-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855704
GEN2112,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,24x7 Spot Assistance-Bundled,Add on,IRDAN113RP0007V01201819/A0014V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0014V01201819_GEN2112.pdf/b510b5a2-c8be-c367-7e1c-1e5df4c9cb26?version=1.1&t=1668336330222&download=true,IRDAN113RP0007V01201819-A0014V01201819_GEN2112.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0014V01201819_24x7-Spot-Assistance-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855814
GEN2113,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Engine Protector-Bundled,Add on,IRDAN113RP0007V01201819/A0015V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0015V01201819_GEN2113.pdf/68c1b337-2d6e-c657-59b9-f60bfa9d397a?version=1.1&t=1668336374820&download=true,IRDAN113RP0007V01201819-A0015V01201819_GEN2113.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0015V01201819_Engine-Protector-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.855924
GEN2114,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Keys and Lock Replacement Cover-Bundled,Add on,IRDAN113RP0007V01201819/A0016V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0016V01201819_GEN2114.pdf/e2ac087e-27cd-247c-4cb3-428d77e366d4?version=1.1&t=1668336433327&download=true,IRDAN113RP0007V01201819-A0016V01201819_GEN2114.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0016V01201819_Keys-and-Lock-Replacement-Cover-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856034
GEN2115,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Personal Baggage Cover-Bundled,Add on,IRDAN113RP0007V01201819/A0017V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0017V01201819_GEN2115.pdf/fd65f2f9-4730-08b8-1469-bbc6c9cc2892?version=1.1&t=1668336480475&download=true,IRDAN113RP0007V01201819-A0017V01201819_GEN2115.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0017V01201819_Personal-Baggage-Cover-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856145
GEN2116,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accidental Medical Expenses Cover-Bundled,Add on,IRDAN113RP0007V01201819/A0018V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0018V01201819_GEN2116.pdf/f91a11c0-1b05-40f9-3dda-b5496c2d32e7?version=1.1&t=1668337646449&download=true,IRDAN113RP0007V01201819-A0018V01201819_GEN2116.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0018V01201819_Accidental-Medical-Expenses-Cover-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856258
GEN2117,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accidental Hospitalisation Allowance Cover-Bundled,Add on,IRDAN113RP0007V01201819/A0019V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0019V01201819_GEN2117.pdf/880051c5-6dd8-6b5f-5df8-d4824aa6e322?version=1.1&t=1668337726124&download=true,IRDAN113RP0007V01201819-A0019V01201819_GEN2117.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0019V01201819_Accidental-Hospitalisation-Allowance-Cover-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856388
GEN2118,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Consumable Expenses-Bundled,Add on,IRDAN113RP0007V01201819/A0020V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0020V01201819_GEN2118.pdf/d0c917cc-e243-e99e-f1de-3af864377aff?version=1.1&t=1668337781336&download=true,IRDAN113RP0007V01201819-A0020V01201819_GEN2118.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0020V01201819_Consumable-Expenses-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856501
GEN2119,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Tyre Safeguard-Bundled,Add on,IRDAN113RP0007V01201819/A0021V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0021V01201819_GEN2119.pdf/2b84c57b-3a0c-580d-3806-f168644bc99c?version=1.1&t=1668337819066&download=true,IRDAN113RP0007V01201819-A0021V01201819_GEN2119.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0021V01201819_Tyre-Safeguard-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856612
GEN2120,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Rim Safeguard-Bundled,Add on,IRDAN113RP0007V01201819/A0022V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0022V01201819_GEN2120.pdf/74094c48-294a-0564-0796-520a37acd3c1?version=1.1&t=1668337863449&download=true,IRDAN113RP0007V01201819-A0022V01201819_GEN2120.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0022V01201819_Rim-Safeguard-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856723
GEN2121,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Consumable Expenses-Bundled,Add on,IRDAN113RP0008V01201819/A0023V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0023V01201819_GEN2121.pdf/383bb291-f79c-29ed-d400-caca543b1011?version=1.1&t=1668337903568&download=true,IRDAN113RP0008V01201819-A0023V01201819_GEN2121.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0023V01201819_Consumable-Expenses-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856833
GEN2122,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Depreciation Shield-Bundled,Add on,IRDAN113RP0007V01201819/A0009V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0007V01201819-A0009V01201819_GEN2122.pdf/1eb2aa15-462e-1c1f-1167-87fc48364e41?version=1.1&t=1668337947474&download=true,IRDAN113RP0007V01201819-A0009V01201819_GEN2122.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0007V01201819-A0009V01201819_Depreciation-Shield-Bundled.pdf,Non-Archived,2025-12-01T02:57:39.856945
GEN2123,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Conveyance Benefit- 3 years,Add on,IRDAN113RP0005V01201819/A0035V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0035V01201819_GEN2123.pdf/7b3032e4-615a-758e-1ec2-e0bbecd264a6?version=1.1&t=1668338022020&download=true,IRDAN113RP0005V01201819-A0035V01201819_GEN2123.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0035V01201819_Conveyance-Benefit-3-years.pdf,Non-Archived,2025-12-01T02:57:42.714240
GEN2124,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accident Shield - 3 years,Add on,IRDAN113RP0005V01201819/A0036V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0036V01201819_GEN2124.pdf/e68bd4dc-d714-4f8e-d8a9-1980a6581168?version=1.1&t=1668338074687&download=true,IRDAN113RP0005V01201819-A0036V01201819_GEN2124.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0036V01201819_Accident-Shield-3-years.pdf,Non-Archived,2025-12-01T02:57:42.714408
GEN2125,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,24x7 Spot Assistance- 3 years,Add on,IRDAN113RP0005V01201819/A0038V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0038V01201819_GEN2125.pdf/1855ebe9-bb8b-fbdd-acc0-8728b662c842?version=1.1&t=1668338144326&download=true,IRDAN113RP0005V01201819-A0038V01201819_GEN2125.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0038V01201819_24x7-Spot-Assistance-3-years.pdf,Non-Archived,2025-12-01T02:57:42.714533
GEN2126,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Engine Protector-3 years,Add on,IRDAN113RP0005V01201819/A0039V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0039V01201819_GEN2126.pdf/572039f1-6773-4d32-b30a-2a4acc50d25c?version=1.1&t=1668338199935&download=true,IRDAN113RP0005V01201819-A0039V01201819_GEN2126.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0039V01201819_Engine-Protector-3-years.pdf,Non-Archived,2025-12-01T02:57:42.714654
GEN2127,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Keys and Lock Replacement Cover-3 years,Add on,IRDAN113RP0005V01201819/A0040V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0040V01201819_GEN2127.pdf/e95ceb3b-777e-4dbd-d9f0-aa6f31a8ae67?version=1.1&t=1668338242972&download=true,IRDAN113RP0005V01201819-A0040V01201819_GEN2127.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0040V01201819_Keys-and-Lock-Replacement-Cover-3-years.pdf,Non-Archived,2025-12-01T02:57:42.714775
GEN2128,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Personal Baggage Cover-3 years,Add on,IRDAN113RP0005V01201819/A0041V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0041V01201819_GEN2128.pdf/1a348607-22c1-29fb-4200-bed8c54ca011?version=1.1&t=1668338291919&download=true,IRDAN113RP0005V01201819-A0041V01201819_GEN2128.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0041V01201819_Personal-Baggage-Cover-3-years.pdf,Non-Archived,2025-12-01T02:57:42.714894
GEN2129,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accidental Medical Expenses Cover-3 years,Add on,IRDAN113RP0005V01201819/A0042V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0042V01201819_GEN2129.pdf/d3f53214-3a15-db13-b30b-6ba7febbe8f1?version=1.1&t=1668338332274&download=true,IRDAN113RP0005V01201819-A0042V01201819_GEN2129.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0042V01201819_Accidental-Medical-Expenses-Cover-3-years.pdf,Non-Archived,2025-12-01T02:57:42.715012
GEN2130,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accidental Hospitalisation Allowance Cover-3 years,Add on,IRDAN113RP0005V01201819/A0043V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0043V01201819_GEN2130.pdf/5e2f7e55-fb44-c673-d505-865d8e7af9a1?version=1.1&t=1668338376093&download=true,IRDAN113RP0005V01201819-A0043V01201819_GEN2130.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0043V01201819_Accidental-Hospitalisation-Allowance-Cover-3-years.pdf,Non-Archived,2025-12-01T02:57:42.715127
GEN2131,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Vehicle Replacement Advantage- 3 years,Add on,IRDAN113RP0005V01201819/A0034V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0034V01201819_GEN2131.pdf/fa0e86e5-72e4-3470-52c4-6a8d96fbf5a5?version=1.1&t=1668338420265&download=true,IRDAN113RP0005V01201819-A0034V01201819_GEN2131.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0034V01201819_Vehicle-Replacement-Advantage-3-years.pdf,Non-Archived,2025-12-01T02:57:42.715245
GEN2132,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Consumable Expenses-3 years,Add on,IRDAN113RP0005V01201819/A0044V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0005V01201819-A0044V01201819_GEN2132.pdf/38fa3be2-cb10-84a2-9437-df6b3cef75bd?version=1.1&t=1668338465937&download=true,IRDAN113RP0005V01201819-A0044V01201819_GEN2132.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0005V01201819-A0044V01201819_Consumable-Expenses-3-years.pdf,Non-Archived,2025-12-01T02:57:42.715381
GEN2133,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Depreciation Shield-Bundled,Add on,IRDAN113RP0008V01201819/A0024V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0024V01201819_GEN2133.pdf/b47606f8-3999-d68d-b7c3-7a7b80e8336f?version=1.1&t=1668338516490&download=true,IRDAN113RP0008V01201819-A0024V01201819_GEN2133.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0024V01201819_Depreciation-Shield-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.715498
GEN2134,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Vehicle Replacement Advantage (Standard Cover)-Bundled,Add on,IRDAN113RP0008V01201819/A0025V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0025V01201819_GEN2134.pdf/bc716cee-8098-2e97-e93f-39780a328c26?version=1.1&t=1668338561191&download=true,IRDAN113RP0008V01201819-A0025V01201819_GEN2134.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0025V01201819_Vehicle-Replacement-Advantage-(Standard-Cover)-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.715612
GEN2135,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Vehicle Replacement Advantage (Exclusive Cover)-Bundled,Add on,IRDAN113RP0008V01201819/A0026V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0026V01201819_GEN2135.pdf/ebe755b9-8121-0915-625c-f4e7659f3b3e?version=1.1&t=1668338601878&download=true,IRDAN113RP0008V01201819-A0026V01201819_GEN2135.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0026V01201819_Vehicle-Replacement-Advantage-(Exclusive-Cover)-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.715726
GEN2136,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Conveyance Benefit-Bundled,Add on,IRDAN113RP0008V01201819/A0027V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0027V01201819_GEN2136.pdf/94e29694-8b61-3a08-06bd-9b9219b06f06?version=1.1&t=1668338645900&download=true,IRDAN113RP0008V01201819-A0027V01201819_GEN2136.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0027V01201819_Conveyance-Benefit-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.715841
GEN2137,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accident Shield-Bundled,Add on,IRDAN113RP0008V01201819/A0028V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0028V01201819_GEN2137.pdf/84543aff-4504-5f7f-309d-49873e6fcfbd?version=1.1&t=1668338691889&download=true,IRDAN113RP0008V01201819-A0028V01201819_GEN2137.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0028V01201819_Accident-Shield-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.715953
GEN2138,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Accidental Hospitalization Cover-Bundled,Add on,IRDAN113RP0008V01201819/A0029V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0029V01201819_GEN2138.pdf/de09ccac-091a-f101-11c2-a60f3e2e8ab2?version=1.1&t=1668338758171&download=true,IRDAN113RP0008V01201819-A0029V01201819_GEN2138.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0029V01201819_Accidental-Hospitalization-Cover-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.716064
GEN2139,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,No Claim Bonus Protector-Bundled,Add on,IRDAN113RP0008V01201819/A0030V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0008V01201819-A0030V01201819_GEN2139.pdf/b5d65c8b-b6ac-241a-f696-bccc99e26a4a?version=1.1&t=1668338800564&download=true,IRDAN113RP0008V01201819-A0030V01201819_GEN2139.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0008V01201819-A0030V01201819_No-Claim-Bonus-Protector-Bundled.pdf,Non-Archived,2025-12-01T02:57:42.716177
GEN2140,2018-2019,Bajaj Allianz General Insurance Co. Ltd.,Engine Protector-5 years,Add on,IRDAN113RP0006V01201819/A0055V01201819,10-09-2018,https://irdai.gov.in/documents/37343/993134/IRDAN113RP0006V01201819-A0055V01201819_GEN2140.pdf/faec41f0-7f67-4fec-06a0-cbe25530a2b8?version=1.1&t=1668338856353&download=true,IRDAN113RP0006V01201819-A0055V01201819_GEN2140.pdf,,https://insurance-data.r2.dev/nonlife/2018-2019/Bajaj-Allianz-General-Insurance-Co.-Ltd./IRDAN113RP0006V01201819-A0055V01201819_Engine-Protector-5-years.pdf,Non-Archived,2025-12-01T02:57:42.716290
